caseId,figureOrTable,page,recommendationNumbers,expectedActionClass,productionExecutable,productionActionClass,productionCode,productionRisk,productionSafetyOutcome,currentLegacyExecutable,currentLegacyActionClass,currentLegacyCode,canonicalActionClasses,canonicalRecommendation,canonicalTiming,canonicalDestination,canonicalReviewerRequirement,canonicalClinicianOnly,canonicalMatchedRule,productionMatchesSource,currentLegacyMatchesSource,canonicalMatchesSource,classification,flags
T1-LOW-GRADE-NOT-RETURNED-HSIL-AIS-COMPLETE,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-07,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-LOW-GRADE-NOT-RETURNED-HSIL-AIS-INCOMPLETE,Table 1,66,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,As specified by outcome,Colposcopy service,CLINICIAN_REVIEW,true,T1-08,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-TREATED-HSIL-TOC-COMPLETE-NO-PATHOLOGY,Table 1,66,R10.01-R10.10,NO_FURTHER_SCREENING,true,NO_FURTHER_SCREENING,T1-HSIL-TOC-COMPLETE-NO-PATH-NO-FURTHER,LOW,,true,NO_FURTHER_SCREENING,T1-HSIL-TOC-COMPLETE-NO-PATH-NO-FURTHER,NO_FURTHER_SCREENING,No further screening,As specified by outcome,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,T1-09,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-TREATED-HSIL-TOC-COMPLETE-LSIL-CIN1,Table 1,66,R10.01-R10.10,POST_HYSTERECTOMY_HPV,true,POST_HYSTERECTOMY_HPV,T1-HSIL-TOC-COMPLETE-LSIL-HPV,MEDIUM,,true,POST_HYSTERECTOMY_HPV,T1-HSIL-TOC-COMPLETE-LSIL-HPV,ROUTE_FIGURE_3 | POST_HYSTERECTOMY_HPV,HPV test; follow Figure 3,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-10,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-TREATED-HSIL-TOC-COMPLETE-HSIL-AIS-COMPLETE,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-11,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-TREATED-HSIL-TOC-COMPLETE-HSIL-AIS-INCOMPLETE,Table 1,66,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,As specified by outcome,Colposcopy service,CLINICIAN_REVIEW,true,T1-12,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-HSIL-AIS-UNTREATED-INCOMPLETE-NO-OR-LOW-PATHOLOGY,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,CONTINUE_TOC,T1-UNTREATED-HSIL-AIS-NO-PATH-LOWGRADE-TOC,HIGH,,true,CONTINUE_TOC,T1-UNTREATED-HSIL-AIS-NO-PATH-LOWGRADE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-13,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-HSIL-AIS-UNTREATED-INCOMPLETE-HSIL-AIS-COMPLETE,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-14,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-HSIL-AIS-UNTREATED-INCOMPLETE-HSIL-AIS-INCOMPLETE,Table 1,66,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,As specified by outcome,Colposcopy service,CLINICIAN_REVIEW,true,T1-15,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-PREVIOUS-TREATMENT-INCOMPLETE-TOC-NO-OR-LOW-PATHOLOGY,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,CONTINUE_TOC,T1-INCOMPLETE-TOC-NO-PATH-LOWGRADE-TOC,HIGH,,true,CONTINUE_TOC,T1-INCOMPLETE-TOC-NO-PATH-LOWGRADE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-16,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-PREVIOUS-TREATMENT-INCOMPLETE-TOC-HSIL-AIS-COMPLETE,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-17,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-PREVIOUS-TREATMENT-INCOMPLETE-TOC-HSIL-AIS-INCOMPLETE,Table 1,66,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,As specified by outcome,Colposcopy service,CLINICIAN_REVIEW,true,T1-18,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NO-KNOWN-HISTORY-NO-OR-LOW-PATHOLOGY,Table 1,66,R10.01-R10.10,POST_HYSTERECTOMY_HPV_6M,true,POST_HYSTERECTOMY_HPV_6M,T1-NO-HISTORY-NO-PATH-LOWGRADE-HPV-6M,MEDIUM,,true,POST_HYSTERECTOMY_HPV_6M,T1-NO-HISTORY-NO-PATH-LOWGRADE-HPV-6M,POST_HYSTERECTOMY_HPV_6M,HPV test at 6 months post-hysterectomy,6 months post-hysterectomy,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-19,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NO-KNOWN-HISTORY-HSIL-AIS-COMPLETE,Table 1,66,R10.01-R10.10,TEST_OF_CURE,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,HIGH,,true,TEST_OF_CURE,T1-HSIL-AIS-COMPLETE-TOC,TEST_OF_CURE,Test of Cure,As specified by outcome,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,T1-20,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
T1-NO-KNOWN-HISTORY-HSIL-AIS-INCOMPLETE,Table 1,66,R10.01-R10.10,COLPOSCOPY,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,HIGH,,true,COLPOSCOPY,T1-HSIL-AIS-INCOMPLETE-COLP,COLPOSCOPY,Colposcopy,As specified by outcome,Colposcopy service,CLINICIAN_REVIEW,true,T1-21,true,true,true,THREE_WAY_EXACT_AGREEMENT,GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F9-PREGNANT-ASC-H-INITIAL-COLPOSCOPY,Figure 9,71,R11.01-R11.06,COLPOSCOPY,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy by an experienced pregnancy colposcopist,As soon as practicable,Colposcopy service,SPECIALIST_REVIEW,true,F9-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F9-PREGNANT-HSIL-INITIAL-COLPOSCOPY,Figure 9,71,R11.01-R11.06,COLPOSCOPY,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy by an experienced pregnancy colposcopist,As soon as practicable,Colposcopy service,SPECIALIST_REVIEW,true,F9-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F9-PREGNANT-ATYPICAL-GLANDULAR-INITIAL-COLPOSCOPY,Figure 9,71,R11.01-R11.06,COLPOSCOPY,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy by an experienced pregnancy colposcopist,As soon as practicable,Colposcopy service,SPECIALIST_REVIEW,true,F9-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F9-PREGNANT-AIS-INITIAL-COLPOSCOPY,Figure 9,71,R11.01-R11.06,COLPOSCOPY,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,HIGH,,true,COLPOSCOPY,F9-INITIAL-COLPOSCOPY,COLPOSCOPY,Refer to colposcopy by an experienced pregnancy colposcopist,As soon as practicable,Colposcopy service,SPECIALIST_REVIEW,true,F9-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F9-NORMAL-TZ-MDM-DOWNGRADE-NEGATIVE-F3,Figure 9,71,R11.01-R11.11,ROUTE_FIGURE_3,true,MDM_REVIEW,F9-MDM-DOWNGRADED-NEGATIVE-FIG3,LOW,,true,MDM_REVIEW,F9-MDM-DOWNGRADED-NEGATIVE-FIG3,ROUTE_FIGURE_3,Follow primary HPV screening pathway Figure 3,,Primary/community care or programme follow-up,CLINICIAN_REVIEW,true,F9-03,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F9-NORMAL-TZ-MDM-DOWNGRADE-LOW-GRADE,Figure 9,71,R11.01-R11.11,ROUTE_LSIL,true,MDM_REVIEW,F9-MDM-DOWNGRADED-LSIL,MEDIUM,,true,MDM_REVIEW,F9-MDM-DOWNGRADED-LSIL,ROUTE_LSIL,Follow the applicable low-grade pathway after reviewer confirmation; do not automatically force every case into Figure 4.,,Reviewer-confirmed pathway,CLINICIAN_REVIEW,true,F9-04,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F9-NORMAL-TZ-MDM-CONFIRMS-HIGH-GRADE-REVIEW,Figure 9,71,R11.01-R11.11,PREGNANCY_COLPOSCOPY_REVIEW,true,MDM_REVIEW,F9-MDM-CONFIRMED-HIGH-GRADE-REVIEW,HIGH,,true,MDM_REVIEW,F9-MDM-CONFIRMED-HIGH-GRADE-REVIEW,COLPOSCOPY,Colposcopy review in 6 months or 6-12 weeks postpartum,"6 months, or 6-12 weeks postpartum",Colposcopy service,SPECIALIST_REVIEW,true,F9-05,false,false,false,REQUIRES_CLINICAL_REVIEW,NO_SYSTEM_MATCHES_SOURCE
F9-ABNORMAL-TZ-LSIL-HSIL-AIS-REVIEW,Figure 9,71,R11.01-R11.11,PREGNANCY_COLPOSCOPY_REVIEW,true,PREGNANCY_COLPOSCOPY_REVIEW,F9-ABNORMAL-TZ-REVIEW,HIGH,,true,PREGNANCY_COLPOSCOPY_REVIEW,F9-ABNORMAL-TZ-REVIEW,COLPOSCOPY,Conservative surveillance; review in 6 months or 6-12 weeks postpartum,6 months or 6-12 weeks postpartum,Experienced pregnancy colposcopy service,SPECIALIST_REVIEW,true,F9-06,true,true,false,GOV04_CLINICIAN_ONLY_OVERRESTRICTION,
F9-INVASION-BIOPSY-POSITIVE-ONCOLOGY,Figure 9,71,R11.01-R11.11,ONCOLOGY,true,ONCOLOGY,F9-BIOPSY-POSITIVE-INVASION-ONCOLOGY,URGENT,,true,ONCOLOGY,F9-BIOPSY-POSITIVE-INVASION-ONCOLOGY,ONCOLOGY | URGENT_GYNAECOLOGY | GYNAECOLOGY | MDM_REVIEW,"Biopsy; if positive, urgent gynaecological oncology referral; if negative, MDM review",Urgent gynaecological oncology review; within 2 weeks when invasive disease is indicated,Gynaecological oncology / MDT,MDM_REVIEW,true,F9-07,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F9-INVASION-BIOPSY-NEGATIVE-MDM,Figure 9,71,R11.01-R11.11,MDM_REVIEW,true,MDM_REVIEW,F9-BIOPSY-NEGATIVE-INVASION-MDM,HIGH,,true,MDM_REVIEW,F9-BIOPSY-NEGATIVE-INVASION-MDM,ONCOLOGY | URGENT_GYNAECOLOGY | GYNAECOLOGY | MDM_REVIEW,"Biopsy; if positive, urgent gynaecological oncology referral; if negative, MDM review",Urgent gynaecological oncology review; within 2 weeks when invasive disease is indicated,Gynaecological oncology / MDT,MDM_REVIEW,true,F9-07,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-SINGLE-PREMENOPAUSAL-PCB-REASSURING-NO-COLPOSCOPY,Figure 10,83,R15.02,NO_COLPOSCOPY,false,,,,,false,,,COLPOSCOPY | NO_COLPOSCOPY,No colposcopy referral required,,Colposcopy service,CLINICIAN_REVIEW,true,F10-10,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS | GOV04_CLINICIAN_ONLY_OVERRESTRICTION_SECONDARY
F10-RECURRENT-PERSISTENT-PCB-GYNAECOLOGY,Figure 10,83,R15.02,GYNAECOLOGY,false,,,,,false,,,GYNAECOLOGY | COLPOSCOPY,Refer to gynaecology; assessment may include colposcopy,,Specialist gynaecology,CLINICIAN_REVIEW,true,F10-11,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F10-PERSISTENT-UNEXPLAINED-IMB-GYNAECOLOGY,Figure 10,83,R15.05,GYNAECOLOGY,false,,,,,false,,,GYNAECOLOGY,Refer for specialist gynaecological assessment regardless of test results,,Specialist gynaecology,SPECIALIST_REVIEW,true,F10-12,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F10-POSTMENOPAUSAL-BLEEDING-EXAM-COTEST-GYNAECOLOGY,Figure 10,83,R15.06,URGENT_GYNAECOLOGY,false,,,,,false,,,URGENT_GYNAECOLOGY | GYNAECOLOGY,"Examine, co-test and refer for specialist gynaecological assessment; do not delay referral for co-test",Urgent/without delay,Specialist gynaecology,SPECIALIST_REVIEW,true,F10-13,false,false,true,CANDIDATE_ADDS_PREVIOUSLY_UNSUPPORTED_STATE,DEPLOYED_INPUT_CONTRACT_GAP | CURRENT_LEGACY_ALSO_CANNOT_EXPRESS
F10-CANCER-SIGNS-URGENT-GYNAECOLOGY,Figure 10,83,R15.01-R15.06,URGENT_GYNAECOLOGY,true,URGENT_GYNAECOLOGY,F10-CANCER-SYMPTOMS-URGENT-GYN,URGENT,,true,URGENT_GYNAECOLOGY,F10-CANCER-SYMPTOMS-URGENT-GYN,URGENT_GYNAECOLOGY | GYNAECOLOGY,"Clinical examination and co-test, plus urgent referral for investigation; do not delay referral for co-test or blood",Without delay,Urgent specialist gynaecology,CLINICIAN_REVIEW,true,F10-01,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-ABNORMAL-CERVIX-CANCER-COTEST-COLPOSCOPY,Figure 10,83,R15.01-R15.06,COLPOSCOPY,true,COLPOSCOPY,F10-ABNORMAL-CERVIX-CANCER-COTEST-COLP,URGENT,,true,COLPOSCOPY,F10-ABNORMAL-CERVIX-CANCER-COTEST-COLP,COLPOSCOPY,Co-test and colposcopy/urgent specialist investigation,Urgent,Colposcopy service,SPECIALIST_REVIEW,false,F10-03,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-ABNORMAL-CERVIX-NO-CANCER-LOCAL-REVIEW,Figure 10,83,R15.01-R15.06,LOCAL_PATHWAY_REVIEW,true,LOCAL_PATHWAY_REVIEW,F10-ABNORMAL-CERVIX-NO-CANCER-REVIEW,MEDIUM,,true,LOCAL_PATHWAY_REVIEW,F10-ABNORMAL-CERVIX-NO-CANCER-REVIEW,GYNAECOLOGY | LOCAL_PATHWAY_REVIEW,Treat/investigate according to local Healthcare Pathway or refer to gynaecology,Review 6-8 weeks after clinician-led treatment/investigation,Specialist gynaecology,SPECIALIST_REVIEW,true,F10-04,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-NORMAL-CERVIX-OCP-ADJUST-REVIEW,Figure 10,83,R15.01-R15.06,OCP_REVIEW,true,OCP_REVIEW,F10-OCP-ADJUST-REVIEW,MEDIUM,,true,OCP_REVIEW,F10-OCP-ADJUST-REVIEW,OCP_REVIEW,Adjust oral contraceptive and reassess bleeding,6-8 weeks,Reviewer-confirmed pathway,SPECIALIST_REVIEW,true,F10-05,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-NORMAL-CERVIX-STI-TREAT-REVIEW,Figure 10,83,R15.01-R15.06,STI_REVIEW,true,TREATMENT,F10-STI-TREAT-REVIEW,MEDIUM,,true,TREATMENT,F10-STI-TREAT-REVIEW,STI_REVIEW,"Treat STI, then reassess; persistent bleeding requires further investigation/referral",Review 6-8 weeks after recorded STI treatment,Reviewer-confirmed pathway,SPECIALIST_REVIEW,true,F10-08,false,false,true,CANDIDATE_FIXES_CONFIRMED_LEGACY_DEFECT,CONFIRMED_LEGACY_DEFECT_PRESENT_IN_PRODUCTION
F10-NORMAL-CERVIX-NO-STI-LOCAL-PATHWAY,Figure 10,83,R15.01-R15.06,LOCAL_PATHWAY_REVIEW,true,LOCAL_PATHWAY_REVIEW,F10-NO-STI-HEALTHCARE-PATHWAYS,MEDIUM,,true,LOCAL_PATHWAY_REVIEW,F10-NO-STI-HEALTHCARE-PATHWAYS,GYNAECOLOGY | LOCAL_PATHWAY_REVIEW,Manage according to local Healthcare Pathway or refer to gynaecology,Review at 6-8 weeks if a clinician records local treatment; otherwise referral is not delayed,Specialist gynaecology,SPECIALIST_REVIEW,true,F10-09,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-REVIEW-BLEEDING-RESOLVED-AGE25PLUS,Figure 10,83,R15.01-R15.06,ROUTINE_SCREENING,true,ROUTINE_SCREENING,F10-REVIEW-RESOLVED-SCREENING,LOW,,true,ROUTINE_SCREENING,F10-REVIEW-RESOLVED-SCREENING,ROUTE_FIGURE_3 | ROUTINE_SCREENING,Resume screening according to the participant's current due date; do not automatically trigger an immediate Figure 3 test.,According to the current screening due date,Primary/community care or programme follow-up,CLINICIAN_REVIEW,false,F10-06,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-REVIEW-BLEEDING-RESOLVED-UNDER25,Figure 10,83,R15.01-R15.06,SCREEN_AT_25,true,SCREEN_AT_25,F10-REVIEW-RESOLVED-SCREENING,LOW,,true,SCREEN_AT_25,F10-REVIEW-RESOLVED-SCREENING,ROUTE_FIGURE_3 | SCREEN_AT_25,Commence screening at age 25; do not automatically trigger an immediate Figure 3 test.,At age 25,Primary/community care or programme follow-up,CLINICIAN_REVIEW,false,F10-06,true,true,true,THREE_WAY_EXACT_AGREEMENT,
F10-REVIEW-BLEEDING-PERSISTS-GYNAECOLOGY,Figure 10,83,R15.01-R15.06,GYNAECOLOGY,true,GYNAECOLOGY,F10-REVIEW-UNRESOLVED-GYNAECOLOGY,HIGH,,true,GYNAECOLOGY,F10-REVIEW-UNRESOLVED-GYNAECOLOGY,GYNAECOLOGY,Refer to gynaecology,After the 6-8 week reassessment,Specialist gynaecology,CLINICIAN_REVIEW,true,F10-07,true,true,true,THREE_WAY_EXACT_AGREEMENT,
